customer_id,duration_days,duration_years,event,annual_premium
221300700662.0,16,0.0438056125941136,1,756.722144
221303270417.0,4828,13.218343600273784,0,875.814547
221302344595.0,1751,4.7939767282683095,0,654.552197
221302961189.0,2230,6.105407255304586,0,795.654884
221300625555.0,159,0.4353182751540041,1,1142.30352
221300537625.0,1792,4.906228610540725,0,941.240407
221302889727.0,4314,11.811088295687885,0,905.005388
221302021000.0,2107,5.768651608487337,0,631.19797
221300654887.0,218,0.5968514715947981,0,739.745396
221300754849.0,2409,6.595482546201232,0,512.480847
221301231194.0,1445,3.956194387405888,1,929.747714
221302946859.0,2163,5.921971252566735,0,506.416754
221303215787.0,2261,6.190280629705681,0,872.866971
221300850271.0,723,1.9794661190965093,0,849.405121
221302282662.0,6197,16.966461327857633,1,1230.061052
221303014000.0,2690,7.364818617385352,0,978.691713
221303118295.0,6291,17.22381930184805,0,823.455231
221302186151.0,3542,9.697467488021903,0,1278.894464
221301999981.0,1204,3.29637234770705,0,296.858105
221301057995.0,6291,17.22381930184805,0,1227.903197
221303154348.0,2028,5.552361396303901,0,709.094181
221302681677.0,233,0.6379192334017796,0,960.981433
221300968563.0,3772,10.327173169062286,0,809.98306
221301349707.0,6291,17.22381930184805,0,1132.433434
221302859509.0,4104,11.236139630390143,0,1033.188363
221303107646.0,6291,17.22381930184805,0,1220.157227
221302621745.0,6291,17.22381930184805,0,943.866049
221300880370.0,4163,11.397672826830938,0,1135.798399
221303127301.0,3584,9.81245722108145,0,1099.119435
221300495244.0,6291,17.22381930184805,0,1128.565643
221302155755.0,6291,17.22381930184805,0,959.564463
221302742477.0,181,0.4955509924709103,0,515.259661
221301828918.0,1067,2.921286789869952,0,567.446219
221302089223.0,6022,16.487337440109513,0,590.46032
221301170169.0,194,0.5311430527036276,0,738.80228
221302897604.0,6102,16.706365503080082,0,796.621128
221302900567.0,1354,3.707049965776865,0,1064.536862
221302953847.0,2728,7.468856947296373,0,811.508505
221300447621.0,2212,6.056125941136208,0,646.434433
221301699500.0,2032,5.563312799452429,0,395.39601
221302862055.0,2512,6.877481177275839,0,728.348899
221302937189.0,4818,13.190965092402465,0,329.633454
221302597224.0,5872,16.076659822039698,1,1058.192849
221302508236.0,3990,10.924024640657084,0,650.207907
221300616516.0,2031,5.560574948665297,0,783.258129
221301840661.0,5841,15.991786447638605,0,947.981222
221301305134.0,3658,10.015058179329229,0,886.061165
221303242818.0,5248,14.368240930869268,0,1066.397774
221301474040.0,3201,8.763860369609857,0,701.487506
221303299998.0,4416,12.09034907597536,0,623.28985
221303090289.0,1901,5.204654346338125,0,774.855191
221302592343.0,6291,17.22381930184805,0,1000.850984
221300285660.0,153,0.4188911704312115,0,975.22886
221303102774.0,80,0.2190280629705681,0,934.881472
221301267775.0,2393,6.551676933607118,0,760.16989
221301483969.0,1204,3.29637234770705,0,681.828964
221303189205.0,277,0.758384668035592,0,1216.260768
221302059932.0,1587,4.344969199178645,0,980.115668
221302767233.0,4058,11.110198494182066,0,710.19966
221300302382.0,608,1.6646132785763177,0,994.802267
221301347203.0,174,0.4763860369609856,1,941.323662
221302658554.0,6291,17.22381930184805,0,800.373138
221300611111.0,3783,10.35728952772074,0,1125.170671
221301533091.0,5194,14.220396988364136,0,582.996297
221301381365.0,1632,4.468172484599589,0,813.495952
221303306199.0,3212,8.793976728268309,0,725.663699
221302357983.0,6291,17.22381930184805,0,937.392577
221303054245.0,6291,17.22381930184805,0,539.299402
221302501354.0,368,1.0075290896646132,1,655.982675
221303109980.0,709,1.94113620807666,1,847.044148
221300179483.0,1368,3.7453798767967146,0,646.581782
221301191459.0,2071,5.670088980150582,0,794.61374
221303225109.0,1527,4.180698151950718,0,943.568518
221300016018.0,6291,17.22381930184805,0,426.700524
221302792690.0,1445,3.956194387405888,0,1463.891879
221301821216.0,4978,13.6290212183436,0,1021.87617
221300678453.0,1204,3.29637234770705,0,1202.931619
221302741059.0,3439,9.415468856947296,0,710.411289
221302010505.0,6033,16.517453798767967,1,1061.745873
221300999945.0,6169,16.889801505817932,0,833.637
221300575276.0,1220,3.340177960301164,0,1070.318637
221302780777.0,1864,5.103353867214237,0,594.326997
221301661474.0,1606,4.396988364134154,0,1011.337158
221300865464.0,5220,14.291581108829568,0,516.438028
221302619040.0,5593,15.312799452429845,0,1177.367935
221300024309.0,2485,6.803559206023272,0,988.459799
221300519477.0,4374,11.97535934291581,0,1087.322776
221301978845.0,943,2.5817932922655715,0,773.855858
221301942620.0,4984,13.645448323066391,0,1308.075441
221301426634.0,3307,9.05407255304586,0,1279.860794
221302011731.0,6291,17.22381930184805,0,423.604907
221300742264.0,2409,6.595482546201232,0,967.823083
221301870851.0,3592,9.834360027378509,0,778.054963
221300787162.0,4127,11.299110198494182,0,740.804091
221300747614.0,4096,11.214236824093089,0,892.325535
221303047308.0,4818,13.190965092402465,0,606.166283
221303119626.0,7,0.0191649555099247,1,1084.62163
221302367789.0,6022,16.487337440109513,0,287.180374
221300610979.0,6218,17.023956194387406,0,951.976156
221300049167.0,6291,17.22381930184805,0,999.515715
221300160508.0,3614,9.894592744695414,0,1081.024091
221300063163.0,4183,11.45242984257358,0,943.526725
221301711190.0,2727,7.46611909650924,1,1042.871235
221301140191.0,80,0.2190280629705681,0,1402.720292
221303072606.0,6291,17.22381930184805,0,792.638797
221302729326.0,6291,17.22381930184805,0,721.716668
221302064352.0,6291,17.22381930184805,0,1046.798725
221300800983.0,6291,17.22381930184805,0,1226.577678
221302917526.0,6291,17.22381930184805,0,937.131877
221301143679.0,3496,9.571526351813826,0,744.678204
221303243213.0,6291,17.22381930184805,0,1225.49326
221300774545.0,5086,13.924709103353868,0,703.52392
221300856740.0,5551,15.197809719370294,0,979.150574
221303020615.0,3202,8.766598220396988,0,1093.74363
221302706383.0,3415,9.349760438056126,1,824.025811
221300990225.0,793,2.1711156741957565,0,1292.19895
221302108694.0,5862,16.04928131416838,0,974.379809
221301672252.0,4818,13.190965092402465,0,848.960122
221301448999.0,6145,16.824093086926762,1,1085.7614
221301097701.0,3174,8.68993839835729,0,927.084461
221303163738.0,6291,17.22381930184805,0,840.689383
221301416574.0,5983,16.380561259411362,1,703.882798
221303246430.0,3058,8.372347707049967,1,973.371362
221302766346.0,6291,17.22381930184805,0,869.619463
221300600620.0,6291,17.22381930184805,0,752.100071
221302149018.0,6291,17.22381930184805,0,557.722997
221302418280.0,5220,14.291581108829568,0,790.550596
221301211835.0,2980,8.158795345653662,0,951.141909
221300362709.0,5576,15.266255989048595,0,752.642909
221300643682.0,3458,9.467488021902806,0,612.359821
221300086463.0,2888,7.906913073237509,0,892.611822
221300632565.0,6022,16.487337440109513,0,1281.200083
221302671765.0,6291,17.22381930184805,0,927.255514
221301020964.0,6291,17.22381930184805,0,1045.160889
221301907890.0,3170,8.678986995208762,0,445.629393
221302194166.0,803,2.198494182067077,0,916.960851
221302942899.0,6291,17.22381930184805,0,974.755381
221300788081.0,6291,17.22381930184805,0,986.048364
221302986887.0,3995,10.937713894592743,0,731.36615
221303306075.0,6291,17.22381930184805,0,821.54252
221303292150.0,196,0.5366187542778919,0,839.988188
221300640585.0,4341,11.885010266940451,0,1033.415076
221303027205.0,1940,5.3114305270362765,0,1313.101842
221303286028.0,365,0.999315537303217,0,944.291582
221302680222.0,2596,7.107460643394935,0,448.411217
221300369117.0,6238,17.078713210130047,0,460.41354
221300478388.0,2156,5.90280629705681,0,761.317772
221301830249.0,2409,6.595482546201232,0,729.851388
221301608980.0,6291,17.22381930184805,0,697.348557
221303218129.0,60,0.164271047227926,0,1183.196332
221300852782.0,1606,4.396988364134154,0,1053.686803
221300891551.0,6291,17.22381930184805,0,891.631234
221302725084.0,803,2.198494182067077,0,1065.101307
221300327298.0,165,0.4517453798767967,0,811.625282
221300603784.0,6291,17.22381930184805,0,663.766752
221302890724.0,3118,8.536618754277892,0,818.453531
221302938914.0,2120,5.804243668720055,0,694.356633
221300271387.0,213,0.5831622176591376,1,1080.418745
221300732700.0,207,0.5667351129363449,0,564.43771
221301378545.0,6291,17.22381930184805,0,935.852239
221300287686.0,3491,9.557837097878163,0,624.330121
221301663495.0,1345,3.682409308692676,0,656.230564
221301807067.0,1659,4.542094455852156,0,448.403515
221302634832.0,6291,17.22381930184805,0,1051.752913
221300268878.0,5906,16.16974674880219,0,435.703401
221303033801.0,6291,17.22381930184805,0,572.724112
221301696427.0,1756,4.80766598220397,0,821.41917
221303290575.0,4015,10.992470910335388,0,946.215572
221300110133.0,2766,7.572895277207392,0,768.391679
221300018525.0,4821,13.19917864476386,0,626.60121
221301324345.0,1523,4.16974674880219,0,766.771467
221302088305.0,211,0.5776865160848734,0,1105.080244
221301985264.0,6291,17.22381930184805,0,1138.870124
221302794585.0,6291,17.22381930184805,0,692.236632
221301524443.0,2642,7.233401779603011,0,1064.207039
221302207654.0,1825,4.996577686516085,0,1028.708232
221300848643.0,6291,17.22381930184805,0,739.975318
221301693720.0,2810,7.693360711841205,0,592.888185
221300368730.0,64,0.1752224503764544,1,687.786206
221302822515.0,1153,3.156741957563313,0,757.665207
221300215774.0,87,0.2381930184804928,1,828.871671
221302724349.0,5667,15.515400410677618,0,898.578095
221302793045.0,4608,12.616016427104723,0,816.22267
221300104327.0,306,0.837782340862423,0,965.60571
221302141258.0,506,1.3853524982888432,0,892.624483
221301840919.0,4818,13.190965092402465,0,619.274537
221300457075.0,6291,17.22381930184805,0,719.582807
221302200280.0,4684,12.824093086926762,1,724.697695
221300435575.0,2523,6.907597535934292,0,888.260745
221302818358.0,4015,10.992470910335388,0,816.799967
221303106340.0,2008,5.49760438056126,0,793.955458
221301986397.0,629,1.7221081451060918,0,718.185544
221301320930.0,1204,3.29637234770705,0,932.502774
221302940996.0,5220,14.291581108829568,0,907.142552
221302700056.0,78,0.2135523613963039,1,962.658133
221300727614.0,6022,16.487337440109513,0,878.182156
221302228843.0,3209,8.785763175906913,0,834.864848
221302549383.0,372,1.0184804928131417,0,1362.719706
221300217659.0,1172,3.2087611225188226,0,628.1227
221303297100.0,4554,12.46817248459959,0,314.291346
221300791192.0,3447,9.437371663244353,0,1130.771585
221300157941.0,106,0.2902121834360027,0,1300.880994
221302911610.0,6291,17.22381930184805,0,1294.060626
221303126075.0,4743,12.985626283367557,0,779.29377
221302015396.0,138,0.37782340862423,0,1489.142424
221300890854.0,1551,4.246406570841889,0,634.82741
221303048966.0,920,2.518822724161533,0,930.638202
221302029137.0,2409,6.595482546201232,0,860.887528
221300825629.0,134,0.3668720054757016,0,1049.103156
221302303728.0,2896,7.928815879534565,0,698.136117
221301689008.0,1770,4.84599589322382,0,1066.555712
221301833344.0,130,0.3559206023271731,0,867.852681
221301002081.0,6291,17.22381930184805,0,1381.638855
221300348747.0,6291,17.22381930184805,0,1254.486987
221301291517.0,459,1.2566735112936345,0,962.899413
221300604875.0,1053,2.8829568788501025,0,1054.206929
221300550990.0,6291,17.22381930184805,0,1878.199317
221302832489.0,2804,7.676933607118412,0,758.131163
221302679602.0,198,0.5420944558521561,0,753.672501
221301967339.0,6291,17.22381930184805,0,815.024795
221302660994.0,63,0.1724845995893223,0,957.158234
221301525992.0,2182,5.973990417522245,0,414.41798
221300333049.0,1185,3.24435318275154,0,831.565416
221302769652.0,2722,7.452429842573579,0,711.09607
221302369403.0,6291,17.22381930184805,0,1295.971741
221301218545.0,5925,16.2217659137577,0,587.6786
221302833586.0,5939,16.26009582477755,1,899.595479
221302155833.0,6291,17.22381930184805,0,1070.351714
221301920476.0,6291,17.22381930184805,0,503.274328
221303057826.0,5610,15.359342915811087,0,821.062752
221300761381.0,6291,17.22381930184805,0,901.916037
221303278099.0,6062,16.5968514715948,0,979.768528
221300604669.0,4264,11.67419575633128,0,706.934543
221302695861.0,1742,4.769336071184121,0,832.364864
221301944814.0,6291,17.22381930184805,0,835.174532
221302453383.0,4883,13.36892539356605,0,1022.775078
221303109521.0,157,0.4298425735797399,0,1399.009021
221301381713.0,1204,3.29637234770705,0,607.502888
221302975768.0,6022,16.487337440109513,0,715.746001
221300915697.0,6291,17.22381930184805,0,1096.12746
221301019155.0,198,0.5420944558521561,0,1203.972582
221302622031.0,905,2.477754962354552,0,1022.247467
221302900343.0,59,0.1615331964407939,0,1256.424961
221303042013.0,6291,17.22381930184805,0,1352.332779
221300420536.0,3700,10.130047912388775,0,549.764422
221301563160.0,1191,3.260780287474333,1,1127.134905
221300585114.0,4750,13.00479123887748,0,455.553572
221301623897.0,2812,7.698836413415469,0,619.411656
221302190627.0,6291,17.22381930184805,0,1270.329781
221301232143.0,155,0.4243668720054757,0,797.994992
221300898121.0,1579,4.323066392881588,0,584.4398
